SequenceNumber;SwingPhase;StickGlovePlane_X;StickGlovePlane_Y;StickGlovePlane_Z;FilterItem;FilterValue
2996;4;-0,02815819;-0,300153108;-0,236041532;;
2997;4;-0,028452891;-0,303294485;-0,238511924;;
2998;4;-0,028733254;-0,306283019;-0,240862118;;
2999;4;-0,029003666;-0,309165485;-0,2431289;;
3000;4;-0,029258832;-0,311885434;-0,245267878;;
3001;4;-0,029498484;-0,31444001;-0,247276807;;
3002;4;-0,029722523;-0,316828159;-0,249154856;;
3003;4;-0,029934529;-0,319088047;-0,25093204;;
3004;4;-0,03012913;-0,3211624;-0,252563319;;
3005;4;-0,030306882;-0,323057155;-0,254053361;;
3006;4;-0,030469856;-0,324794379;-0,255419521;;
3007;4;-0,030615225;-0,326343954;-0,256638112;;
3008;4;-0,030740867;-0,32768323;-0,257691324;;
3009;4;-0,030848024;-0,32882548;-0,258589594;;
3010;4;-0,030931685;-0,329717262;-0,259290895;;
3011;4;-0,030996388;-0,330406973;-0,259833286;;
3012;4;-0,03104146;-0,330887415;-0,260211107;;
3013;4;-0,031059698;-0,331081828;-0,260363995;;
3014;4;-0,031058015;-0,331063883;-0,260349882;;
3015;4;-0,031031119;-0,330777187;-0,260124424;;
3016;4;-0,030983727;-0,330272008;-0,259727149;;
3017;4;-0,030908704;-0,329472301;-0,259098256;;
3018;4;-0,030804404;-0,32836051;-0,25822394;;
3019;4;-0,030678456;-0,327017963;-0,257168156;;
3020;4;-0,030518641;-0,32531441;-0,255828475;;
3021;4;-0,030337234;-0,323380699;-0,254307797;;
3022;4;-0,03012788;-0,321149078;-0,252552842;;
3023;4;-0,029896265;-0,318680168;-0,250611283;;
3024;4;-0,029628104;-0,315821698;-0,248363371;;
3025;4;-0,029337582;-0,312724869;-0,245928013;;
3026;4;-0,029012053;-0,309254889;-0,243199208;;
3027;4;-0,028659822;-0,30550027;-0,240246561;;
3028;4;-0,028286212;-0,301517766;-0,237114705;;
3029;4;-0,027895171;-0,297349443;-0,23383672;;
3030;4;-0,027482795;-0,292953713;-0,230379901;;
3031;4;-0,027048299;-0,288322185;-0,22673765;;
3032;4;-0,026592757;-0,283466326;-0,222918985;;
3033;4;-0,026112487;-0,278346876;-0,21889303;;
3034;4;-0,025604237;-0,272929161;-0,214632518;;
3035;4;-0,025075306;-0,267291012;-0,210198657;;
3036;4;-0,024516444;-0,261333802;-0,205513885;;
3037;4;-0,02393738;-0,255161254;-0,200659769;;
3038;4;-0,023324894;-0,248632438;-0,195525484;;
3039;4;-0,022693006;-0,24189681;-0,190228561;;
3040;4;-0,022027415;-0,234801922;-0,184649115;;
3041;4;-0,021331363;-0,227382332;-0,178814321;;
3042;4;-0,02061725;-0,219770224;-0,172828131;;
3043;4;-0,019869642;-0,211801066;-0,166561155;;
3044;4;-0,019105355;-0,203654126;-0,160154371;;
3045;4;-0,018313641;-0,195214827;-0,153517674;;
3046;4;-0,017506132;-0,186607165;-0,146748576;;
3047;4;-0,016664586;-0,177636677;-0,139694151;;
3048;4;-0,015791953;-0,168334814;-0,132379131;;
3049;4;-0,014905982;-0,15889078;-0,124952307;;
3050;4;-0,013988496;-0,149110814;-0,117261305;;
3051;4;-0,013059213;-0,139205086;-0,109471403;;
3052;4;-0,012097215;-0,128950638;-0,101407267;;
3053;4;-0,011125597;-0,118593647;-0,09326249;;
3054;4;-0,010125184;-0,107929719;-0,084876337;;
3055;4;-0,009099271;-0,096993961;-0,076276416;;
3056;4;-0,008066886;-0,085989222;-0,067622248;;
3057;4;-0,007005911;-0,074679726;-0,058728417;;
3058;4;-0,005941173;-0,063330123;-0,049803047;;
3059;4;-0,004854021;-0,051741586;-0,040689778;;
3060;4;-0,003765634;-0,040139896;-0,031566165;;
3061;4;-0,002655054;-0,028301634;-0,022256511;;
3062;4;-0,001546481;-0,016484766;-0,012963682;;
3063;4;-0,000419494;-0,004471611;-0,003516492;;
3064;4;0,000722982;0,007706651;0,006060539;;
3065;4;0,001858234;0,019807905;0,015577011;;
3066;4;0,003003481;0,032015696;0,025177264;;
3067;4;0,004137547;0,04410431;0,034683795;;
3068;4;0,005274728;0,056226128;0,044216438;;
3069;4;0,006396829;0,068187194;0,053622666;;
3070;4;0,007520409;0,080164033;0,063041297;;
3071;4;0,008640068;0,09209907;0,072427055;;
3072;4;0,009737085;0,103792766;0,081623022;;
3073;4;0,010821394;0,115350986;0,090712449;;
3074;4;0,011878584;0,126620138;0,099574552;;
3075;4;0,012918444;0,137704562;0,108291385;;
3076;4;0,013926114;0,148445847;0,116738372;;
3077;4;0,014890557;0,158726359;0,124823006;;
3078;4;0,015830141;0,168741879;0,132699248;;
3079;4;0,016734593;0,178382913;0,140280993;;
3080;4;0,01761415;0,187758584;0,147654057;;
3081;4;0,018455091;0,196722616;0,154703405;;
3082;4;0,01925776;0,205278696;0,161431939;;
3083;4;0,020021198;0,213416584;0,167831604;;
3084;4;0,020739493;0,221073275;0,173852855;;
3085;4;0,02141489;0,228272692;0,179514504;;
3086;4;0,022049417;0,23503645;0,184833548;;
3087;4;0,022637937;0,241309795;0,18976693;;
3088;4;0,023187702;0,247170034;0,194375444;;
3089;4;0,023712365;0,252762701;0,198773539;;
3090;4;0,024199082;0,257950873;0,202853536;;
3091;4;0,024641072;0,262662283;0,206558607;;
3092;4;0,025012312;0,266619522;0,209670595;;
3093;4;0,02534516;0,270167523;0,212460756;;
3094;4;0,025593795;0,272817854;0,214544986;;
3095;4;0,02580691;0,275089563;0,216331466;;
3096;4;0,025968963;0,276816973;0,217689909;;
3097;4;0,026099593;0,278209425;0,218784938;;
3098;4;0,026194232;0,279218234;0,219578269;;
3099;4;0,026260048;0,279919808;0,220129989;;
3100;4;0,026278961;0,280121403;0,220288524;;
3101;4;0,026235397;0,279657037;0,219923346;;
3102;4;0,026163735;0,278893148;0,219322621;;
3103;4;0,025987993;0,277019824;0,217849431;;
3104;4;0,025789798;0,274907158;0,216188023;;
3105;4;0,025520244;0,272033835;0,213928431;;
3106;4;0,025235531;0,268998929;0,211541769;;
3107;4;0,02496101;0,266072668;0,209240547;;
3108;4;0,024691645;0,263201364;0,206982542;;
3109;4;0,024408438;0,260182509;0,204608503;;
3110;4;0,024096984;0,256862557;0,20199768;;
3111;4;0,023774601;0,253426108;0,199295244;;
3112;4;0,023371981;0,249134361;0,195920198;;
3113;4;0,022962385;0,244768258;0,192486679;;
3114;4;0,022441986;0,239221049;0,188124333;;
3115;4;0,021870639;0,233130762;0,183334908;;
3116;4;0,021308694;0,22714069;0,178624293;;
3117;4;0,020749493;0,221179875;0,173936685;;
3118;4;0,020203082;0,215355388;0,169356287;;
3119;4;0,019650299;0,209462975;0,164722471;;
3120;4;0,019111691;0,203721668;0,160207485;;
3121;4;0,018523452;0,197451321;0,155276461;;
3122;4;0,017892913;0,19073007;0,149990844;;
3123;4;0,017284527;0,184244954;0,144890925;;
3124;4;0,016618845;0,177149096;0,139310715;;
3125;4;0,01605088;0,171094859;0,13454964;;
3126;4;0;0;0;;
3127;5;0;0;0;;
